entity_id,book_id,language,rating,author,country,publisher,style,genre
587,1015,2348,2664,3510,2353,3475,,2350
588,1020,2383,2423,3446,2353,5942,3224,2753
589,1023,2348,,2828,,,,2350
590,1024,2688,,6046,2353,,3630,2380
591,1025,2348,2664,2828,2353,4647,6030,2471
592,1026,2348,,6048,2353,6688,6852,2380
593,1028,2348,2664,4304,2353,4585,3973,2380
594,1031,2348,2664,4304,2353,3292,6623,2392
595,1033,2348,2664,5338,2353,2880,6622,2362
596,1036,2383,2359,3907,2353,5653,3083,2476
597,1037,2348,2359,2976,2419,6819,5538,2479
598,1038,2348,2359,2493,2378,6799,4840,2362
599,1039,2348,,5706,,,,2409
600,1040,2348,2359,4249,2419,4249,4742,2362
601,1041,2348,2359,4334,2419,4334,6859,2362
602,1042,2348,2423,3086,2353,3086,3086,2370
603,1043,2348,2375,5603,2353,4119,4090,2392
604,1044,2348,2359,3338,2353,3890,3273,2362
605,1046,2348,2359,5024,2419,2851,4282,2410
606,1047,2348,2359,2428,2353,3991,,2363
607,1049,4182,2359,3805,2353,3105,2962,2476
608,1050,2348,2375,2523,2353,,,2362
609,1051,2348,2359,3469,,3469,3469,2350
610,1053,2348,2359,2816,2353,6100,5088,2362
611,1054,2348,2359,3035,2353,4915,4030,2362
612,1055,2348,2359,3806,2353,6063,5719,2476
613,1056,2348,2359,4158,2419,4331,5191,2410
614,1057,2348,2359,2437,2353,2437,,2410
615,1058,2695,,3902,,3902,6958,2410
616,1062,2348,2359,2865,2353,5502,4541,2362
617,1063,2348,2359,3144,2353,3144,4751,2410
618,1064,2348,,4638,2353,2783,6209,2369
619,1067,2348,,5782,2353,6746,3612,2396
620,1069,2348,,5089,2353,4235,6960,2476
621,1070,2348,,5261,2353,6641,6717,2846
622,1071,2348,2375,4108,2490,4108,3848,2410
623,1079,3277,2359,6808,2419,2760,2760,2350
624,1080,2348,2359,2555,2419,2555,,2350
625,1081,2348,,6924,,3343,,
626,1083,2348,,3343,2353,6519,6267,2350
627,1084,2348,,2966,2353,3583,3750,2362
628,1089,2348,2359,2573,2353,2573,2504,2362
629,1090,2348,2359,2666,2353,2666,,2377
630,1091,2348,2375,2959,2353,6036,4867,2369
631,1092,2348,2359,4698,2378,2798,2962,2362
632,1093,2348,2359,2666,2353,6797,4091,2598
633,1094,2348,2359,2771,,2771,3141,2410
634,1095,2348,2359,3573,2353,2815,2523,2362
635,1096,2348,2359,2530,2353,2530,2426,2362
636,1097,2348,2423,2757,2353,2624,5210,2386
637,1098,2348,2359,5240,2353,,5549,2350
638,1100,2348,2375,2863,2353,2768,3188,2373
639,1102,2348,2359,5030,2353,,5669,2373
640,1103,2348,2375,5920,2353,2680,2645,2362
641,1105,2348,2359,3658,2353,4701,3450,2476
642,1111,2474,2664,4600,2403,4600,,2409
643,1112,2348,2359,4921,2353,4130,3052,2354
644,1116,2474,,3903,2378,3903,4369,2362
645,1119,2348,2359,5460,2353,,5413,2362
646,1120,2348,2359,4540,2353,4814,4541,2598
647,1121,2348,2359,5193,,5193,3385,2350
648,1123,2348,,5141,2353,,,2409
649,1125,2348,2664,3343,2419,3343,6836,2350
650,1126,2348,2375,3360,2419,6882,5647,2392
651,1129,2348,2359,3431,,3431,,2373
652,1130,2348,2359,4002,2353,6588,3698,2479
653,1131,2474,2423,3238,2378,,2529,2362
654,1132,2474,2423,3238,2403,,2529,2362
655,1133,2348,,4953,,5328,3701,2362
656,1134,2695,,4432,,,6149,2362
657,1135,2348,2359,5512,2353,4824,4559,2350
658,1136,2348,2423,2555,2419,3533,,2350
659,1138,2348,,3734,,,5018,2362
660,1139,2348,2359,2981,2353,2981,3447,2362
661,1142,2348,2375,3873,2353,4870,4655,2410
662,1145,2348,,6384,,,,2753
663,1147,2348,2423,5804,2353,,,2409
664,1148,2348,,3142,2419,6283,4744,2365
665,1150,2474,,5556,,2475,3543,2410
666,1152,2695,,6711,2353,5873,,2846
667,1154,2348,,2646,2353,6637,5705,2846
668,1160,2348,,3559,2353,6589,4722,2350
669,1161,3303,2359,3328,,3328,4881,2362
670,1162,2348,2359,4032,,5775,4360,2362
671,1163,2474,,3258,2378,3258,5126,2362
672,1164,2474,,2484,,2484,2930,2362
673,1165,2348,,6904,,,4509,2362
674,1168,2348,2359,3284,2353,3284,6016,2479
675,1169,2348,2375,6804,2353,,,2409
676,1170,2348,2359,3665,2353,5402,3665,2373
677,1171,2348,2359,4009,2419,4009,4009,2350
678,1172,2622,2359,2928,2403,6970,,2362
679,1175,2474,2359,4072,2378,4072,4732,2350
680,1176,2622,2359,3870,,3870,,2410
681,1178,2348,,2382,2353,5835,3778,2362
682,1179,2348,2359,2839,2353,5251,3596,2354
683,1180,2348,2359,3840,2419,6555,,2362
684,1183,2622,2359,2575,2353,2575,4623,2362
685,1184,2622,2359,3628,2403,6060,3810,2377
686,1185,2348,2359,3061,,3061,2855,2362
687,1186,2348,2359,3678,2353,3678,3709,2362
688,1187,2348,2359,5279,2353,5279,4631,2362
689,1188,2695,2423,5517,2537,5517,2937,2350
690,1190,2695,2840,2910,2356,2910,5698,2362
691,1191,2348,2359,6695,2353,,2568,2409
692,1192,2348,2359,2914,2353,,,2409
693,1193,2348,2359,4540,2353,6543,,2362
694,1196,2348,2423,4005,2353,2960,2372,2392
695,1197,2348,2423,2808,2353,3105,5156,2410
696,1198,2383,2423,2757,2353,2960,3590,2373
697,1202,2348,2359,2841,2419,2841,5197,2362
698,1204,2348,2423,4104,2419,3600,4360,2362
699,1205,2348,2423,2592,,6433,,2369
700,1206,2348,2359,2382,2419,2382,4105,2362
701,1207,2348,,2420,2353,2495,4625,2362
702,1208,2572,2359,2732,2353,3802,4214,2377
703,1209,2622,2375,3867,2403,3867,4959,2416
704,1210,2348,2423,3094,2353,3710,2372,2369
705,1211,2480,2375,3537,2378,6642,4930,2410
706,1212,2348,,4850,2419,3444,2775,2363
707,1215,2348,2359,3168,,6574,2747,2479
708,1217,2480,2359,3346,2378,3346,5098,2362
709,1220,2348,2359,2470,2353,2470,5734,2370
710,1221,2591,2359,2732,2353,4063,2523,2362
711,1222,2572,2359,2382,2419,6617,3675,2377
712,1223,2348,,3142,2419,3142,,2350
713,1226,2348,,4679,2353,4986,2532,2410
714,1227,2622,2359,3867,,6258,2586,2354
715,1228,2348,2359,2892,2353,3410,2586,2753
716,1230,2383,2423,2437,2353,2437,2437,2350
717,1231,3277,,3878,2353,3878,4703,2362
718,1235,2348,,2698,2353,4126,6916,2410
719,1237,3024,,3686,,3686,2848,2362
720,1238,2348,2423,4634,2419,4634,2626,2362
721,1240,2348,2359,3640,2353,3640,2452,2386
722,1245,2622,2359,3367,2353,2989,5788,2362
723,1246,2348,2423,3616,2353,3998,3138,2362
724,1247,2348,2423,2820,2353,6402,3109,2350
725,1249,2474,2359,2708,2378,2708,,2476
726,1250,3798,2423,4104,2353,5278,3041,2369
727,1254,2695,,2449,2353,2449,2954,2369
728,1255,2348,,2684,,2684,,2386
729,1257,2348,2423,5057,2353,5057,4147,2410
730,1258,2348,2359,2382,2353,2382,2899,2479
731,1261,2348,2359,3168,2353,6728,2747,2479
732,1262,2474,,7002,2353,6983,5019,2362
733,1263,2474,,2865,2353,5222,2586,2377
734,1265,2474,2423,2585,2353,2585,3379,2392
735,1268,2348,2359,4481,2353,4481,3401,2350
736,1270,2348,2423,3621,2353,2735,4217,2369
737,1271,2348,2375,2627,2353,5676,5809,2362
738,1272,2383,,3021,2353,3880,3046,2598
739,1273,2622,2359,4339,2353,4339,6181,2362
740,1276,2348,,2975,2353,3008,3040,2362
741,1278,2383,2423,3382,2353,3791,3791,2350
742,1279,2348,2359,4339,2353,4339,3540,2362
743,1280,,2423,2720,,6968,3797,2362
744,1281,2829,2664,2890,2353,2890,,2377
745,1285,2348,2359,3599,,3888,3540,2350
746,1286,2348,2423,4330,2353,4131,2800,2410
747,1288,2348,2359,2808,2353,6491,2808,2350
748,1289,,,3002,2353,7000,,2409
749,1290,2348,2375,3967,2353,2347,3472,2410
750,1291,4405,2375,2757,,3710,,2373
751,1293,2348,2423,3597,2419,3868,3915,2598
752,1295,2348,2359,3878,2353,3878,2855,2362
753,1297,2348,2423,3820,2353,4463,4091,2350
754,1299,2348,2359,4954,2419,2841,6969,2377
755,1300,3024,,3865,,7005,6578,2362
756,1301,2348,,2613,2353,6687,4534,2373
757,1302,2348,2423,4389,2353,4389,2508,2362
758,1303,2348,2423,2449,2353,6835,3524,2369
759,1304,2348,2423,6054,2353,3105,3040,2598
760,1305,2348,2359,3537,2378,4703,2932,2362
761,1306,2383,,3537,,3537,,2362
762,1307,2348,2359,2808,2353,2655,3112,2410
763,1310,2348,,5258,2353,,,2370
764,1311,2348,2423,3987,2353,6096,6044,2350
765,1312,2348,2359,5167,,,4695,2362
766,1313,2348,2359,4598,2353,4598,3730,2362
767,1315,2348,,3591,,3133,,2409
768,1317,2348,2375,3269,2353,3269,2867,2350
769,1321,2348,2359,2470,2353,2470,3692,2479
770,1323,2348,2423,2789,2353,,5160,2479
771,1325,2348,2359,3987,2353,4403,4578,2479
772,1326,2348,2359,5414,2353,5380,3184,2479
773,1328,2348,2359,3548,2353,,3357,2479
774,1331,2348,2423,2730,2353,6736,3273,2476
775,1333,2348,2375,3009,2353,5891,3437,2363
776,1335,2348,2359,6685,2353,,6884,2479
777,1341,2348,2423,3561,2353,3561,3940,2476
778,1352,2348,2359,2408,2353,6010,2690,2362
779,1353,2348,2375,3387,2353,6559,3387,2410
780,1354,2348,2359,2460,,4912,3513,2362
781,1356,2348,2375,4017,2353,5583,5650,2386
782,1358,2348,2359,3552,2353,3552,3552,2362
783,1360,2474,,5143,2403,5078,6948,2362
784,1361,2348,,4973,2353,,,2363
785,1363,2348,2423,3828,2353,5868,4610,2410
786,1364,2418,,4012,,6917,2603,2362
787,1369,2348,,3720,2378,3813,6841,2476
788,1370,2695,2359,2428,2353,2854,3083,2373
789,1371,2348,2664,2730,2353,4835,2469,2369
790,1372,2348,2423,3213,2353,4887,2469,2369
791,1373,2348,2423,2469,2353,2469,2469,2373
792,1375,2348,2423,4673,2353,4080,2469,2386
793,1376,2348,2423,4673,2353,6106,2469,2369
794,1377,2348,2375,3817,2353,3888,,2373
795,1379,2348,2375,3706,2353,6257,3032,2373
796,1380,2348,2375,5976,2353,4836,5033,2396
797,1381,2348,2423,4604,2353,5246,3223,2410
798,1383,2348,2359,4808,2353,4808,3058,2476
799,1384,2348,2359,3429,,,5900,2362
800,1386,2348,,4170,2353,5770,2906,2416
801,1387,2348,2423,2757,2353,5054,3804,2362
802,1388,2348,2423,4330,2353,5252,3804,2476
803,1389,2348,2423,4527,2353,4131,2970,2479
804,1390,2348,2375,3183,2353,6083,3755,2350
805,1391,2474,2375,3817,2353,6535,,2350
806,1392,2348,2359,2421,2353,4601,4978,2362
807,1393,2348,2359,3334,2353,3334,3188,2410
808,1394,2348,2375,3367,2353,2989,3066,2354
809,1395,2348,2359,3424,2353,3424,2776,2350
810,1397,2348,2359,3596,2353,,2895,2362
811,1399,2348,2375,6092,2353,5898,2426,2362
812,1401,2348,2375,2808,2353,3996,4450,2362
813,1404,2348,2359,3727,2353,3727,4487,2362
814,1405,2348,2375,6702,2353,2379,,2471
815,1406,2474,,4633,2378,,2758,2354
816,1410,2348,,3959,2353,3959,3758,2362
817,1412,2862,2359,5266,2353,5266,3577,2362
818,1413,2348,2423,3275,2353,6359,4551,2598
819,1417,2622,2375,3807,2419,4920,4461,2362
820,1420,2348,,3669,,3669,,2608
821,1422,2348,2359,3774,2353,6485,2461,2363
822,1425,2348,2375,4467,2353,6944,2760,2350
823,1426,2348,2423,3649,2353,5360,2770,2369
824,1431,2348,2375,3352,2353,6405,3634,2350
825,1437,2348,,5135,2419,5135,2750,2362
826,1438,2348,2375,3375,,3725,3625,2476
827,1439,2348,2359,5792,2353,4989,4989,2350
828,1440,2695,2375,3631,2353,3631,3066,2354
829,1441,2348,2423,4447,2353,6134,2630,2410
830,1442,2348,2375,2728,2353,2902,5710,2362
831,1444,2695,,2979,,4139,6406,2362
832,1446,5271,2375,5892,,5162,5162,2362
833,1447,2348,2359,4451,2353,4451,4064,2350
834,1449,2348,2359,3388,2353,3388,3388,2350
835,1450,2456,,4903,,6383,6964,2377
836,1453,2348,2423,3310,2353,6784,3949,2410
837,1454,2348,2359,2533,2353,6003,5507,2362
838,1455,2348,2359,5346,2537,,4067,2350
839,1459,2348,2359,2556,2353,3105,2556,2476
840,1461,2348,2423,6692,2353,4504,3155,2350
841,1463,2348,2375,4115,2353,4129,6005,2350
842,1464,2348,2359,2492,2378,2492,2888,2476
843,1465,2348,2359,5613,2353,3629,4054,2362
844,1466,2348,2359,4545,2353,4670,2523,2354
845,1470,2348,2359,3400,2353,,,2370
846,1471,2348,,4027,2353,,,2362
847,1472,2348,2359,4654,2353,,2504,2362
848,1473,2348,2359,5077,2353,6355,5182,2362
849,1475,2622,2359,3294,,6131,6457,2608
850,1477,2348,2359,2663,2353,2663,3770,2410
851,1480,2348,2359,6289,,4388,5641,2476
852,1484,2348,2359,4749,2353,4749,5142,2362
853,1485,2348,2375,2360,2353,6234,2407,2392
854,1486,2348,2423,4316,2537,4316,6511,2362
855,1487,2348,2423,4888,2353,4888,4264,2370
856,1489,2348,2664,2831,2353,6494,4516,2380
857,1490,2348,2375,4635,2353,4853,5803,2350
858,1493,2348,2359,6452,2537,6452,6185,2350
859,1494,2348,2375,4577,2353,6714,4207,2350
860,1495,2348,2423,6430,2353,6362,,2380
861,1497,2348,2359,5302,2353,2842,4443,2373
862,1498,2348,2359,4483,2353,3976,6414,2362
863,1500,2348,2359,5419,2353,6954,4147,2410
864,1501,2348,2359,4150,,4055,3472,2476
865,1503,2348,2359,3998,2353,3998,2638,2354
866,1504,2348,2359,5129,2419,6656,5489,2362
867,1507,3304,2359,2677,2537,2677,2601,2362
868,1509,2348,2359,6475,2353,5944,5213,2362
869,1510,2348,2359,6425,2353,,6088,2362
870,1511,2474,2375,5262,,,5118,2410
871,1513,2348,2359,2602,2353,5975,4011,2350
872,1514,,2359,4761,,6570,3512,2410
873,1517,2348,2375,2762,2353,4043,,2350
874,1520,2348,2359,6771,2353,,3372,2362
875,1522,2348,2359,6305,2353,,3468,2362
876,1523,2348,2359,4247,2353,6742,4247,2373
877,1525,2348,2423,6205,2353,,3507,2369
878,1526,2348,2375,3850,2353,3611,3138,2350
879,1527,2383,2375,2708,2378,2620,3083,2386
880,1531,2348,2359,2374,2353,4568,3577,2362
881,1534,2474,,5715,2378,5715,6593,2362
882,1535,2348,2359,4208,2353,4283,5913,2350
883,1538,2348,2423,4658,2353,4659,5879,2380
884,1539,2348,,3452,2419,3452,,2350
885,1542,2348,2359,2812,2419,2812,4687,2362
886,1543,2348,2359,4385,2419,2531,2820,2362
887,1544,2348,2375,2757,2353,3635,5871,2369
888,1545,2474,,3566,2378,3566,6514,2362
889,1546,2348,,,2353,,,2350
890,1547,2348,2423,3900,2353,3900,4058,2362
891,1549,2348,2375,4269,2353,6120,4812,2392
892,1552,2348,2359,6440,2353,4558,,2476
893,1554,2474,,3711,,6856,5806,2362
894,1556,2688,2375,5640,2353,5907,4727,2354
895,1558,2348,,3479,,3479,3479,2350
896,1561,2348,2359,4530,2353,3012,6261,2410
897,1562,2348,2375,3344,2353,2893,,2373
898,1564,2348,2375,3365,2353,2641,6251,2410
899,1567,2348,2359,3195,2353,3195,5659,2598
900,1570,2480,2359,5465,,5465,6991,2386
901,1572,2383,,2484,2378,,6646,2362
902,1573,2348,2359,2539,2353,4710,,2373
903,1575,3690,,3997,2378,3997,5800,2363
904,1579,2474,,2484,,,6214,2350
905,1581,2348,2375,3820,2353,4116,3755,2410
906,1582,2348,2423,3262,2353,2673,5731,2373
907,1583,2348,2423,3511,2353,4815,6327,2350
908,1585,2348,2359,4614,2537,4614,5435,2350
909,1588,2695,2423,4823,2353,3020,4335,2410
910,1589,2348,2359,4417,2353,4417,2389,2362
911,1590,2591,2359,4434,2353,3130,4020,2386
912,1591,2348,2359,5680,2353,5680,,2373
913,1592,2348,2423,2466,2490,5599,5174,2380
914,1594,2348,2359,3408,2353,3408,6961,2362
915,1595,2348,2423,6840,2353,4643,3368,2362
916,1596,2348,2359,4334,2419,4334,3717,2362
917,1600,2348,2359,2493,2353,5415,5421,2362
918,1601,2348,2359,3314,2353,4765,4020,2362
919,1602,2348,2423,3981,2353,4146,2569,2380
920,1606,2348,2375,2390,2353,2978,3348,2373
921,1610,2348,,3907,2353,3718,3524,2373
922,1611,2348,2359,3639,2353,3639,6292,2362
923,1612,2348,2359,3300,2353,3300,5595,2350
924,1613,2348,2359,5102,2353,5102,5120,2362
925,1621,2348,2359,6011,2353,6011,5331,2350
926,1622,2348,2359,4883,2353,3882,3882,2350
927,1623,2348,2359,3076,2353,,4075,2479
928,1624,2348,2359,3301,2353,4920,3223,2362
929,1632,2348,2359,4997,2353,4997,4743,2350
930,1633,2348,2359,4361,,4361,5887,2362
931,1635,2348,2359,2522,2353,6375,3764,2362
932,1639,2348,2359,2790,2353,2790,3385,2350
933,1640,2348,2359,6818,,5241,4645,2350
934,1641,2348,2359,6169,2419,4763,3747,2350
935,1644,2348,2359,6645,2353,3578,3662,2476
936,1648,2348,2359,5235,2353,,4242,2362
937,1649,2348,2423,5828,2353,,,2409
938,1650,2348,2423,5084,2353,6240,2895,2410
939,1651,2348,2375,6837,2353,2798,2374,2362
940,1652,2348,2359,4339,,,,2409
941,1653,2829,2375,3528,2353,3528,3395,2476
942,1654,2348,2423,6175,2353,3129,3508,2380
943,1656,2348,2375,5861,2353,6838,5423,2362
944,1658,2348,2359,4697,2353,2898,6110,2350
945,1659,2348,2359,4257,2353,4257,3175,2362
946,1660,2348,2359,3030,2353,3030,4661,2362
947,1661,2348,2359,5653,,5653,2516,2476
948,1662,2348,2359,2415,2353,2415,5144,2362
949,1663,2348,2359,3850,2353,2585,3379,2377
950,1665,2348,2375,3572,2419,6021,2455,2350
951,1666,2348,2359,4524,2353,4524,6322,2350
952,1667,2348,2375,4958,2353,6256,5033,2362
953,1669,2348,2423,2711,2419,2711,2711,2410
954,1671,2348,2359,4123,2353,3280,5683,2362
955,1673,2348,2359,5038,2353,5038,,2362
956,1677,2348,2359,3727,2353,4737,3709,2350
957,1678,2878,2359,3672,,4216,6965,2362
958,1679,2348,2375,6513,2353,,5071,2350
959,1680,2348,2375,4046,2353,4046,4547,2392
960,1681,2348,2375,4538,2353,6505,6984,2392
961,1682,2348,2423,3616,2353,3528,2407,2350
962,1684,2348,2375,5269,2353,5164,5542,2362
963,1685,2348,2375,5150,2378,,3354,2410
964,1686,2348,2359,2627,2353,3201,3054,2476
965,1689,2348,2423,6231,2353,5604,3379,2350
966,1690,2348,2359,4072,2353,3128,4860,2479
967,1692,2348,,,,,,2386
968,1693,2688,2359,2757,2353,6399,5017,2608
969,1694,2348,2375,3968,2353,3968,,2362
970,1695,2474,,2485,2378,6941,6372,2410
971,1701,2348,2359,2437,2353,2437,2437,2350
972,1702,2348,2423,6022,2353,2347,3138,2386
973,1703,2348,2375,2427,2353,3871,5629,2350
974,1704,2348,2359,3639,2353,2659,,2362
975,1707,2348,2423,4234,2353,2347,4112,2380
976,1709,2348,,6654,,,5691,2476
977,1711,2348,2359,2556,,5027,4147,2362
978,1713,2348,2423,4828,2353,5897,5910,2350
979,1714,2348,,5289,,5289,,2362
980,1715,2348,2359,3356,2353,5475,5623,2350
981,1717,2348,2359,2580,2353,3578,3941,2363
982,1719,2348,2359,4260,2490,4260,4265,2362
983,1722,2878,2375,2435,2419,4734,3625,2369
984,1725,2348,2423,3752,,3752,5834,2362
985,1727,2348,2375,3644,2353,3955,3644,2362
986,1728,2348,2359,6217,2419,6217,4427,2362
987,1729,2348,2359,2573,2353,2573,6139,2362
988,1730,2348,2375,2892,2353,2624,6516,2598
989,1731,2348,2423,3000,2353,2774,3499,2380
990,1732,2383,2359,3367,2353,3367,3438,2350
991,1741,2695,,6058,3110,6739,6000,2362
992,1743,2348,,2478,,2478,,2409
993,1747,2348,2359,3424,2353,2815,3109,2350
994,1749,2348,2359,3483,2419,6437,4606,2362
995,1750,2348,2423,4985,2353,4985,2552,2380
996,1752,2348,2359,6865,2353,6533,4539,2362
997,1755,2348,2423,3891,2419,3891,3068,2410
998,1756,2348,2359,3658,2353,3658,2352,2479
999,1759,2688,2359,5304,3449,6334,5473,2373
1000,1760,2348,2423,6084,2419,2697,6986,2370
1001,1762,2348,2359,3478,2353,3478,3270,2373
1002,1769,2348,2359,2912,2353,6424,6224,2354
1003,1770,2622,2359,3866,2353,3866,6071,2362
1004,1772,2348,2375,2470,2353,4480,4480,2396
1005,1773,2480,,5465,,6940,3928,2373
1006,1777,2348,2375,6308,2353,3723,2571,2350
1007,1780,2348,,4561,2353,4561,,2598
1008,1782,2348,2359,6387,2353,6387,4606,2410
1009,1783,2348,2359,3328,2353,3631,4541,2476
1010,1785,2348,2359,2781,2403,4637,2352,
1011,1787,2348,,4272,,,,2409
1012,1794,2348,2375,3101,2419,3101,4100,2362
1013,1799,2348,2359,5284,2353,6002,,2362
1014,1804,2348,2375,2533,2353,4970,4832,2416
1015,1810,2348,2359,2820,,5411,5033,2350
1016,1811,2348,2359,6926,,6445,2404,2410
1017,1814,2348,2359,3299,2419,3299,3703,2362
1018,1816,2348,,3811,2353,3811,4974,2362
1019,1817,2348,2359,3454,2353,3454,4969,2410
1020,1821,2348,2359,4014,2353,6753,6583,2410
1021,1822,2348,2423,6312,2353,6934,5736,2350
1022,1824,2348,2359,2507,2353,3694,3552,2362
1023,1826,2348,2664,6233,2353,5463,6324,2369
1024,1831,2348,2375,3805,2353,2893,,2369
1025,1832,2480,2359,5757,2537,2802,3848,2476
1026,1834,2348,2423,2815,2353,2815,2413,2363
1027,1835,2348,2375,4225,2353,5060,3066,2362
1028,1836,2348,2359,2625,2353,2625,6062,2362
1029,1837,2348,2375,3967,2353,3405,3755,2350
1030,1839,2348,2423,3599,2353,3112,3112,2350
1031,1840,2348,2359,3035,2353,3035,4610,2362
1032,1841,2348,2359,2668,2353,4243,2609,2476
1033,1842,2348,2359,2832,2353,2832,3931,2362
1034,1843,2348,2423,2779,2353,6091,6417,2350
1035,1844,2622,2359,2910,2378,3423,5915,2362
1036,1845,2348,2359,2801,2353,2801,2888,2350
1037,1850,2348,2359,3551,2353,3551,6153,2350
1038,1851,2348,,2634,2353,,6870,2350
1039,1852,2348,2359,6689,,,3834,2362
1040,1853,2348,2359,6442,2353,2798,4092,2350
1041,1854,2348,2359,4444,2353,4444,3289,2350
1042,1855,2348,2375,6914,2353,6027,2776,2350
1043,1856,2348,2359,5971,2419,,,2370
1044,1857,2348,2359,4325,,4325,3675,2410
1045,1859,3690,,3592,,3592,6492,2362
1046,1860,2348,2359,5778,,5778,,2362
1047,1861,2418,,5763,,5763,6403,2350
1048,1862,2348,2359,4032,2353,4765,4355,2386
1049,1863,2348,2375,3090,2353,3090,4516,2753
1050,1865,2622,2423,3861,2353,,,2409
1051,1866,2348,2359,2847,2353,5995,4047,2354
1052,1867,2348,2423,3503,,3994,2405,2369
1053,1870,2348,2423,3838,2353,3838,3025,2350
1054,1871,3277,,4963,,,,2362
1055,1872,2348,2359,4158,2419,6548,3747,2753
1056,1874,2348,2375,4725,2353,4725,4335,2410
1057,1875,2348,2375,3251,2353,6298,5181,2350
1058,1876,2348,2375,5470,2353,4829,3968,2373
1059,1878,2348,2359,6839,2353,,5527,2350
1060,1879,2348,2359,5609,,5609,6476,2362
1061,1880,2348,2359,3483,2419,6420,4532,2362
1062,1881,2348,2664,5025,2353,6136,,2369
1063,1883,2348,2359,3750,2353,5899,3750,2350
1064,1884,2348,2359,2759,2353,2759,2630,2362
1065,1885,2348,2359,4297,2353,4297,2973,2350
1066,1886,2348,2359,3754,2353,6127,6127,2350
1067,1887,2348,2375,3388,2353,6391,3634,2416
1068,1888,2348,2375,4785,2353,3425,4727,2362
1069,1890,2348,2359,6744,,,,2362
1070,1891,2348,2359,6512,,6512,5031,2479
1071,1892,2792,2359,3771,2353,2704,2962,2476
1072,1894,2383,2375,3850,2353,4859,3590,2410
1073,1895,2348,2375,4273,2353,4273,3662,2350
1074,1896,2348,2359,4387,2353,5029,4201,2410
1075,1897,2348,2359,4068,2353,4068,2729,2410
1076,1898,2348,2359,4511,2419,4511,5786,2410
1077,1899,2348,2375,4848,2353,4848,4390,2369
1078,1901,2348,,4156,2353,4156,,2409
1079,1902,2348,2359,3210,,3210,5514,2362
1080,1903,2348,2359,2824,2353,2824,2824,2350
1081,1904,2348,2359,5188,2353,,3421,2362
1082,1906,2348,2359,2463,2353,2463,3472,2410
1083,1908,2348,2359,3843,,5886,2956,2362
1084,1910,2348,2359,6242,,6547,5243,2354
1085,1913,2474,2423,3616,2537,3460,3920,2362
1086,1914,2348,2375,6776,2353,6465,2918,2362
1087,1915,2688,,6102,,,5639,2362
1088,1918,2348,2359,2511,2353,2349,3643,2373
1089,1920,2348,2375,4002,2353,5897,4655,2350
1090,1921,2497,2359,2717,2353,2717,3650,2476
1091,1923,2348,2359,5779,2353,5779,6110,2410
1092,1924,2348,,3067,2353,3067,6962,2479
1093,1926,2348,,3108,2353,2583,2647,2410
1094,1932,2348,,5459,2353,4278,2997,2598
1095,1934,2348,,4874,2353,3212,5221,2350
1096,1935,5567,,4679,2353,3670,4534,2380
1097,1936,2383,,3448,2353,6495,3556,2362
1098,1937,2348,,3559,2353,5083,3759,2350
1099,1938,2348,,2584,2353,2584,5371,2846
1100,1939,2348,,3448,2353,5868,6182,2377
1101,1940,2348,,3879,2353,3833,4625,2410
1102,1944,2348,,5274,2353,4353,2626,2377
1103,1945,2348,,3879,2353,4418,4706,2362
1104,1946,2348,,3735,2353,4753,6660,2410
1105,1947,2695,,2730,2353,3898,5153,2362
1106,1951,2348,2664,4850,2419,3570,3587,2362
1107,1952,2622,2359,3657,2353,3947,3109,2362
1108,1953,2348,2359,3202,2353,3053,4350,2373
1109,1957,2348,2423,2964,2419,4716,3406,2753
1110,1958,2348,2423,4343,2353,4343,3758,2350
1111,1959,4167,2423,3045,2353,2958,2426,2362
1112,1960,3277,,2637,2419,2637,6851,2362
1113,1961,2348,2359,3424,2353,3842,3109,2362
1114,1963,2348,,2437,,3896,2437,2350
1115,1964,2348,2359,2530,2353,6306,2886,2363
1116,1965,2695,2359,2849,2353,2849,2932,2354
1117,1968,2348,2359,2347,2353,2347,3032,2362
1118,1970,2348,2359,4514,2353,4514,2605,2479
1119,1971,2348,2359,2428,2353,5523,2506,2476
1120,1972,2348,2359,3805,2353,6897,2506,2476
1121,1973,2348,2359,4937,2353,,2506,2479
1122,1975,2348,2359,3317,2353,5010,5449,2363
1123,1977,2348,2359,5394,2353,6972,6116,2479
1124,1979,2348,2359,3856,2353,3856,3582,2479
1125,1980,2348,2359,5192,2353,4484,6696,2479
1126,1981,2348,2359,2984,2353,2984,5807,2476
1127,1984,2348,2359,5380,2353,5380,2712,2386
1128,1985,2348,2359,3774,2353,5263,3496,2476
1129,1986,2348,2359,3962,2353,2607,3496,2479
1130,1988,2348,2359,6996,,4788,6329,2479
1131,1989,2348,2359,5762,2490,4788,4489,2479
1132,1992,2348,2359,5154,2353,3276,4077,2479
1133,1993,2348,2359,6471,2353,3276,5012,2479
1134,1995,2348,2375,4227,2353,6404,5893,2479
1135,1996,2348,2375,2486,2353,2486,5883,2479
1136,1997,2383,2359,3202,2353,5783,4218,2479
1137,1998,2474,2359,2889,2353,5249,6077,2479
1138,1999,2348,2359,5783,2353,5783,3046,2479
1139,2000,2348,2359,2511,2353,3991,3643,2373
1140,2001,5254,2359,2511,2353,5458,3643,2373
1141,2002,2348,2359,2511,2353,4379,3643,2373
